,from,to,Mode,fuel,route,product,weight,time_period,scenario
8162,Skien,Kristiansand,Rail,Electric train (CL),1,Industrial goods,12087.577985351514,2020,AVG22
8163,Skien,Kristiansand,Rail,Electric train (CL),1,Dry bulk,864.146450348168,2025,AVG22
8164,Skien,Kristiansand,Rail,Electric train (CL),1,Fish,779.1099305191054,2025,AVG22
8165,Skien,Kristiansand,Rail,Electric train (CL),1,Industrial goods,21988.33430155867,2025,AVG22
8166,Skien,Kristiansand,Rail,Electric train (CL),1,Other thermo,1786.928752465672,2025,AVG22
8167,Skien,Kristiansand,Rail,Electric train (CL),1,Dry bulk,993.1536551416287,2030,AVG22
8168,Skien,Kristiansand,Rail,Electric train (CL),1,Wet bulk,422.6004479366177,2030,AVG22
8169,Skien,Kristiansand,Rail,Electric train (CL),1,Dry bulk,32.465728599116595,2040,AVG22
8170,Skien,Kristiansand,Rail,Electric train (CL),1,Dry bulk,37.95341270842482,2050,AVG22
8171,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Industrial goods,551.1381561379942,2020,AVG22
8172,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Wet bulk,236.83726205142992,2020,AVG22
8173,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Dry bulk,19531.78687729369,2025,AVG22
8174,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Industrial goods,509.47910328314737,2025,AVG22
8175,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Wet bulk,177.9678444773262,2025,AVG22
8176,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Dry bulk,19008.301072274186,2030,AVG22
8177,Stavanger,Kontinentalsokkelen,Sea,LNG,1,General cargo,827.4711445799468,2030,AVG22
8178,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Industrial goods,470.9689463365866,2030,AVG22
8179,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Timber,0.7438112493660199,2030,AVG22
8180,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Wet bulk,133.82968613948384,2030,AVG22
8181,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Dry bulk,10788.773830489536,2040,AVG22
8182,Stavanger,Kontinentalsokkelen,Sea,LNG,1,General cargo,553.8961976210511,2040,AVG22
8183,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Industrial goods,281.9955446680412,2040,AVG22
8184,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Timber,0.7994724166560327,2040,AVG22
8185,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Wet bulk,59.58889627634682,2040,AVG22
8186,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Dry bulk,7280.182665510537,2050,AVG22
8187,Stavanger,Kontinentalsokkelen,Sea,LNG,1,General cargo,386.0538338632129,2050,AVG22
8188,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Industrial goods,190.93713953458936,2050,AVG22
8189,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Timber,0.912423093518895,2050,AVG22
8190,Stavanger,Kontinentalsokkelen,Sea,LNG,1,Wet bulk,29.12357592134965,2050,AVG22
8191,Kontinentalsokkelen,Stavanger,Sea,LNG,1,Wet bulk,16865.69663584224,2020,AVG22
8192,Kontinentalsokkelen,Stavanger,Sea,LNG,1,Wet bulk,15119.261313503215,2025,AVG22
8193,Kontinentalsokkelen,Stavanger,Sea,LNG,1,General cargo,48.69013459447238,2030,AVG22
8194,Kontinentalsokkelen,Stavanger,Sea,LNG,1,Wet bulk,13553.66858551226,2030,AVG22
8195,Kontinentalsokkelen,Stavanger,Sea,LNG,1,General cargo,31.841351698654474,2040,AVG22
8196,Kontinentalsokkelen,Stavanger,Sea,LNG,1,Wet bulk,7228.949618848192,2040,AVG22
8197,Kontinentalsokkelen,Stavanger,Sea,LNG,1,General cargo,22.27035255774479,2050,AVG22
8198,Kontinentalsokkelen,Stavanger,Sea,LNG,1,Wet bulk,5399.704936045932,2050,AVG22
8199,Oslo,Bodø,Sea,LNG,1,Dry bulk,51451.28536221486,2020,AVG22
8200,Oslo,Bodø,Sea,LNG,1,Fish,1073.9650384753672,2020,AVG22
8201,Oslo,Bodø,Sea,LNG,1,General cargo,132760.11765274257,2020,AVG22
8202,Oslo,Bodø,Sea,LNG,1,Industrial goods,66082.87289362252,2020,AVG22
8203,Oslo,Bodø,Sea,LNG,1,Other thermo,3698.672928069142,2020,AVG22
8204,Oslo,Bodø,Sea,LNG,1,Wet bulk,15214.823900056092,2020,AVG22
8205,Oslo,Bodø,Sea,LNG,1,Dry bulk,54961.77823145183,2025,AVG22
8206,Oslo,Bodø,Sea,LNG,1,Fish,1206.8877285925873,2025,AVG22
8207,Oslo,Bodø,Sea,LNG,1,General cargo,152345.21518896034,2025,AVG22
8208,Oslo,Bodø,Sea,LNG,1,Industrial goods,77436.7511436707,2025,AVG22
8209,Oslo,Bodø,Sea,LNG,1,Other thermo,3726.0240600709244,2025,AVG22
8210,Oslo,Bodø,Sea,LNG,1,Wet bulk,17198.912429309243,2025,AVG22
8211,Oslo,Bodø,Sea,LNG,1,Dry bulk,63414.60914498767,2030,AVG22
8212,Oslo,Bodø,Sea,LNG,1,Fish,1360.2219841754593,2030,AVG22
8213,Oslo,Bodø,Sea,LNG,1,General cargo,84470.02857224351,2030,AVG22
8214,Oslo,Bodø,Sea,LNG,1,Industrial goods,90887.44326917126,2030,AVG22
8215,Oslo,Bodø,Sea,LNG,1,Other thermo,3773.027047043236,2030,AVG22
8216,Oslo,Bodø,Sea,LNG,1,Wet bulk,19553.0719213904,2030,AVG22
8217,Bodø,Oslo,Sea,LNG,1,Dry bulk,20703.033085351126,2020,AVG22
8218,Bodø,Oslo,Sea,LNG,1,Fish,8421.971177684543,2020,AVG22
8219,Bodø,Oslo,Sea,LNG,1,General cargo,22545.775614061833,2020,AVG22
8220,Bodø,Oslo,Sea,LNG,1,Industrial goods,27663.3687493296,2020,AVG22
8221,Bodø,Oslo,Sea,LNG,1,Other thermo,1247.0009401613815,2020,AVG22
8222,Bodø,Oslo,Sea,LNG,1,Wet bulk,7135.013591311005,2020,AVG22
8223,Bodø,Oslo,Sea,LNG,1,Dry bulk,15289.438977840377,2025,AVG22
8224,Bodø,Oslo,Sea,LNG,1,Fish,9964.397548197712,2025,AVG22
8225,Bodø,Oslo,Sea,LNG,1,General cargo,26379.388793258724,2025,AVG22
8226,Bodø,Oslo,Sea,LNG,1,Industrial goods,31926.583813709945,2025,AVG22
8227,Bodø,Oslo,Sea,LNG,1,Other thermo,1431.040991981042,2025,AVG22
8228,Bodø,Oslo,Sea,LNG,1,Wet bulk,8294.389029604974,2025,AVG22
8229,Bodø,Oslo,Sea,LNG,1,Dry bulk,17838.856593554545,2030,AVG22
8230,Bodø,Oslo,Sea,LNG,1,Fish,11795.307218910377,2030,AVG22
8231,Bodø,Oslo,Sea,LNG,1,General cargo,11820.743566956788,2030,AVG22
8232,Bodø,Oslo,Sea,LNG,1,Industrial goods,36864.729144069075,2030,AVG22
8233,Bodø,Oslo,Sea,LNG,1,Other thermo,1643.2962668677458,2030,AVG22
8234,Bodø,Oslo,Sea,LNG,1,Wet bulk,9657.35393717608,2030,AVG22
8235,Oslo,Bodø,Sea,Hydrogen,1,Dry bulk,60850.104824823065,2040,AVG22
8236,Oslo,Bodø,Sea,Hydrogen,1,Fish,1593.961797546341,2040,AVG22
8237,Oslo,Bodø,Sea,Hydrogen,1,General cargo,95579.919244881,2040,AVG22
8238,Oslo,Bodø,Sea,Hydrogen,1,Industrial goods,98624.72186848933,2040,AVG22
8239,Oslo,Bodø,Sea,Hydrogen,1,Other thermo,3728.760415204255,2040,AVG22
8240,Oslo,Bodø,Sea,Hydrogen,1,Wet bulk,21036.027090326726,2040,AVG22
8241,Oslo,Bodø,Sea,Hydrogen,1,Dry bulk,61949.27167151398,2050,AVG22
8242,Oslo,Bodø,Sea,Hydrogen,1,Fish,1782.9115825960125,2050,AVG22
8243,Oslo,Bodø,Sea,Hydrogen,1,General cargo,105121.4441801976,2050,AVG22
8244,Oslo,Bodø,Sea,Hydrogen,1,Industrial goods,106429.96990551693,2050,AVG22
8245,Oslo,Bodø,Sea,Hydrogen,1,Other thermo,3559.8321584843825,2050,AVG22
8246,Oslo,Bodø,Sea,Hydrogen,1,Wet bulk,22879.857525201773,2050,AVG22
8247,Bodø,Oslo,Sea,Hydrogen,1,Dry bulk,21931.46494975579,2050,AVG22
8248,Bodø,Oslo,Sea,Hydrogen,1,Fish,17803.446569465315,2050,AVG22
8249,Bodø,Oslo,Sea,Hydrogen,1,General cargo,16133.932885850454,2050,AVG22
8250,Bodø,Oslo,Sea,Hydrogen,1,Other thermo,2448.1830625918155,2050,AVG22
8251,Bodø,Oslo,Sea,Hydrogen,1,Wet bulk,12072.973705384704,2050,AVG22
8252,Bodø,Oslo,Sea,Ammonia,1,Dry bulk,18809.936499373158,2040,AVG22
8253,Bodø,Oslo,Sea,Ammonia,1,Fish,14753.745742198535,2040,AVG22
8254,Bodø,Oslo,Sea,Ammonia,1,General cargo,13704.193334610642,2040,AVG22
8255,Bodø,Oslo,Sea,Ammonia,1,Industrial goods,38900.36541627722,2040,AVG22
8256,Bodø,Oslo,Sea,Ammonia,1,Other thermo,2005.8485216588613,2040,AVG22
8257,Bodø,Oslo,Sea,Ammonia,1,Wet bulk,10357.497780076135,2040,AVG22
8258,Bodø,Oslo,Sea,Ammonia,1,Industrial goods,44635.8111231836,2050,AVG22
8259,Ålesund,Sør-Sverige,Sea,LNG,1,Dry bulk,3022.344750283013,2020,AVG22
8260,Ålesund,Sør-Sverige,Sea,LNG,1,Fish,4145.077515766239,2020,AVG22
8261,Ålesund,Sør-Sverige,Sea,LNG,1,General cargo,265.12558321247224,2020,AVG22
8262,Ålesund,Sør-Sverige,Sea,LNG,1,Industrial goods,2931.268003602133,2020,AVG22
8263,Ålesund,Sør-Sverige,Sea,LNG,1,Other thermo,0.6161775360775669,2020,AVG22
8264,Ålesund,Sør-Sverige,Sea,LNG,1,Wet bulk,33101.243785259154,2020,AVG22
8265,Ålesund,Sør-Sverige,Sea,LNG,1,Dry bulk,3292.085529461181,2025,AVG22
8266,Ålesund,Sør-Sverige,Sea,LNG,1,Fish,4881.681960841964,2025,AVG22
8267,Ålesund,Sør-Sverige,Sea,LNG,1,General cargo,306.9275801582155,2025,AVG22
8268,Ålesund,Sør-Sverige,Sea,LNG,1,Industrial goods,3434.5607578547856,2025,AVG22
8269,Ålesund,Sør-Sverige,Sea,LNG,1,Other thermo,0.7234709692870276,2025,AVG22
8270,Ålesund,Sør-Sverige,Sea,LNG,1,Wet bulk,38363.60428048545,2025,AVG22
8271,Ålesund,Sør-Sverige,Sea,LNG,1,Dry bulk,3586.5106433456303,2030,AVG22
8272,Ålesund,Sør-Sverige,Sea,LNG,1,Fish,5749.197417725705,2030,AVG22
8273,Ålesund,Sør-Sverige,Sea,LNG,1,General cargo,355.9092331577452,2030,AVG22
8274,Ålesund,Sør-Sverige,Sea,LNG,1,Industrial goods,4025.137010209665,2030,AVG22
8275,Ålesund,Sør-Sverige,Sea,LNG,1,Other thermo,0.8494471361825524,2030,AVG22
8276,Ålesund,Sør-Sverige,Sea,LNG,1,Wet bulk,44510.052089733625,2030,AVG22
8277,Ålesund,Sør-Sverige,Sea,LNG,1,Dry bulk,3621.374366082862,2040,AVG22
8278,Ålesund,Sør-Sverige,Sea,LNG,1,Wet bulk,52475.21128162219,2040,AVG22
8279,Sør-Sverige,Ålesund,Sea,LNG,1,Dry bulk,3035.79029804972,2020,AVG22
8280,Sør-Sverige,Ålesund,Sea,LNG,1,Fish,413.1827309936013,2020,AVG22
8281,Sør-Sverige,Ålesund,Sea,LNG,1,General cargo,3195.621094776211,2020,AVG22
8282,Sør-Sverige,Ålesund,Sea,LNG,1,Industrial goods,3283.6001210631157,2020,AVG22
8283,Sør-Sverige,Ålesund,Sea,LNG,1,Other thermo,0.3562599953728069,2020,AVG22
8284,Sør-Sverige,Ålesund,Sea,LNG,1,Timber,35.93182079072877,2020,AVG22
8285,Sør-Sverige,Ålesund,Sea,LNG,1,Wet bulk,1476.4296531516122,2020,AVG22
8286,Sør-Sverige,Ålesund,Sea,LNG,1,Dry bulk,3358.921638519696,2025,AVG22
8287,Sør-Sverige,Ålesund,Sea,LNG,1,Fish,413.8599512666997,2025,AVG22
8288,Sør-Sverige,Ålesund,Sea,LNG,1,General cargo,3577.5981512161497,2025,AVG22
8289,Sør-Sverige,Ålesund,Sea,LNG,1,Industrial goods,3740.4793146402985,2025,AVG22
8290,Sør-Sverige,Ålesund,Sea,LNG,1,Other thermo,0.44066816003443465,2025,AVG22
8291,Sør-Sverige,Ålesund,Sea,LNG,1,Timber,34.82886948252634,2025,AVG22
8292,Sør-Sverige,Ålesund,Sea,LNG,1,Wet bulk,1625.6708621137577,2025,AVG22
8293,Sør-Sverige,Ålesund,Sea,LNG,1,Dry bulk,3721.546607513131,2030,AVG22
8294,Sør-Sverige,Ålesund,Sea,LNG,1,Fish,414.567612125152,2030,AVG22
8295,Sør-Sverige,Ålesund,Sea,LNG,1,General cargo,4008.6485881233875,2030,AVG22
8296,Sør-Sverige,Ålesund,Sea,LNG,1,Industrial goods,4263.240158423116,2030,AVG22
8297,Sør-Sverige,Ålesund,Sea,LNG,1,Other thermo,0.5450750288842459,2030,AVG22
8298,Sør-Sverige,Ålesund,Sea,LNG,1,Timber,33.78447055115706,2030,AVG22
8299,Sør-Sverige,Ålesund,Sea,LNG,1,Wet bulk,1804.3168688628004,2030,AVG22
8300,Sør-Sverige,Ålesund,Sea,LNG,1,Dry bulk,4222.501060988725,2040,AVG22
8301,Sør-Sverige,Ålesund,Sea,LNG,1,Wet bulk,2015.9240799588636,2040,AVG22
8302,Ålesund,Sør-Sverige,Sea,Hydrogen,1,Dry bulk,3773.2690853286917,2050,AVG22
8303,Ålesund,Sør-Sverige,Sea,Hydrogen,1,General cargo,514.7174481960947,2050,AVG22
8304,Ålesund,Sør-Sverige,Sea,Hydrogen,1,Other thermo,1.2700127683445677,2050,AVG22
8305,Sør-Sverige,Ålesund,Sea,Hydrogen,1,Fish,359.37166708670003,2050,AVG22
8306,Sør-Sverige,Ålesund,Sea,Hydrogen,1,Other thermo,0.8741563904545263,2050,AVG22
8307,Sør-Sverige,Ålesund,Sea,Hydrogen,1,Timber,26.626021066710578,2050,AVG22
8308,Sør-Sverige,Ålesund,Sea,Hydrogen,1,Wet bulk,2118.364122730628,2050,AVG22
8309,Ålesund,Sør-Sverige,Sea,Ammonia,1,Fish,6948.775154818822,2040,AVG22
8310,Ålesund,Sør-Sverige,Sea,Ammonia,1,General cargo,421.2725313299659,2040,AVG22
8311,Ålesund,Sør-Sverige,Sea,Ammonia,1,Other thermo,1.023200719522915,2040,AVG22
8312,Ålesund,Sør-Sverige,Sea,Ammonia,1,Fish,8648.971798984285,2050,AVG22
8313,Ålesund,Sør-Sverige,Sea,Ammonia,1,Industrial goods,6002.813907681204,2050,AVG22
8314,Ålesund,Sør-Sverige,Sea,Ammonia,1,Wet bulk,64863.48877567302,2050,AVG22
8315,Sør-Sverige,Ålesund,Sea,Ammonia,1,Fish,389.2724655112359,2040,AVG22
8316,Sør-Sverige,Ålesund,Sea,Ammonia,1,General cargo,4359.016844242392,2040,AVG22
8317,Sør-Sverige,Ålesund,Sea,Ammonia,1,Other thermo,0.7951848120628119,2040,AVG22
8318,Sør-Sverige,Ålesund,Sea,Ammonia,1,Dry bulk,4711.594566939959,2050,AVG22
8319,Sør-Sverige,Ålesund,Sea,Ammonia,1,General cargo,4722.841502813682,2050,AVG22
8320,Sør-Sverige,Ålesund,Sea,Ammonia,1,Industrial goods,5296.157694511921,2050,AVG22
8321,Ålesund,Sør-Sverige,Sea,Biogas,1,Industrial goods,4842.248368002783,2040,AVG22
8322,Sør-Sverige,Ålesund,Sea,Biogas,1,Industrial goods,4803.032550345689,2040,AVG22
8323,Sør-Sverige,Ålesund,Sea,Biogas,1,Timber,30.08029173383921,2040,AVG22
8324,Trondheim,Kontinentalsokkelen,Sea,LNG,1,Dry bulk,57.02209470922716,2020,AVG22
8325,Trondheim,Kontinentalsokkelen,Sea,LNG,1,General cargo,64.93833495881563,2020,AVG22
8326,Trondheim,Kontinentalsokkelen,Sea,LNG,1,Industrial goods,518.00221879027,2020,AVG22
8327,Trondheim,Kontinentalsokkelen,Sea,LNG,1,Dry bulk,52.71194773259337,2025,AVG22
8328,Trondheim,Kontinentalsokkelen,Sea,LNG,1,General cargo,59.80582089876851,2025,AVG22
8329,Trondheim,Kontinentalsokkelen,Sea,LNG,1,Industrial goods,478.8451557721335,2025,AVG22
8330,Trondheim,Kontinentalsokkelen,Sea,LNG,1,Dry bulk,48.72759318878609,2030,AVG22
8331,Trondheim,Kontinentalsokkelen,Sea,LNG,1,General cargo,55.0789745257168,2030,AVG22
8332,Trondheim,Kontinentalsokkelen,Sea,LNG,1,Industrial goods,442.6480808606229,2030,AVG22
8333,Trondheim,Kontinentalsokkelen,Sea,LNG,1,Dry bulk,29.175945226363655,2040,AVG22
8334,Trondheim,Kontinentalsokkelen,Sea,LNG,1,Industrial goods,265.08393673393044,2040,AVG22
8335,Kontinentalsokkelen,Trondheim,Sea,LNG,1,General cargo,56.86768067949151,2020,AVG22
8336,Kontinentalsokkelen,Trondheim,Sea,LNG,1,General cargo,48.099422919683036,2025,AVG22
8337,Kontinentalsokkelen,Trondheim,Sea,LNG,1,General cargo,40.72129349064114,2030,AVG22
8338,Trondheim,Kontinentalsokkelen,Sea,Hydrogen,1,General cargo,25.65131231829112,2050,AVG22
8339,Trondheim,Kontinentalsokkelen,Sea,Hydrogen,1,Industrial goods,179.4950224386674,2050,AVG22
8340,Kontinentalsokkelen,Trondheim,Sea,Hydrogen,1,General cargo,14.546161594103227,2050,AVG22
8341,Trondheim,Kontinentalsokkelen,Sea,Ammonia,1,General cargo,36.816324476290745,2040,AVG22
8342,Kontinentalsokkelen,Trondheim,Sea,Ammonia,1,General cargo,22.192209497128598,2040,AVG22
8343,Trondheim,Kontinentalsokkelen,Sea,Biogas,1,Dry bulk,19.75482106037359,2050,AVG22
8344,Skien,Kontinentalsokkelen,Sea,LNG,1,General cargo,2.974471861906021,2020,AVG22
8345,Skien,Kontinentalsokkelen,Sea,LNG,1,General cargo,2.739239535140143,2025,AVG22
8346,Skien,Kontinentalsokkelen,Sea,LNG,1,General cargo,2.5226102579658085,2030,AVG22
8347,Skien,Kontinentalsokkelen,Sea,LNG,1,General cargo,1.6885957161399552,2040,AVG22
8348,Kontinentalsokkelen,Skien,Sea,LNG,1,Wet bulk,96473.19126913336,2020,AVG22
8349,Kontinentalsokkelen,Skien,Sea,LNG,1,Wet bulk,88106.69693500285,2025,AVG22
8350,Kontinentalsokkelen,Skien,Sea,LNG,1,Wet bulk,80465.77440504137,2030,AVG22
8351,Kontinentalsokkelen,Skien,Sea,LNG,1,Wet bulk,45805.16622035333,2040,AVG22
8352,Kontinentalsokkelen,Skien,Sea,LNG,1,Wet bulk,34236.78599339895,2050,AVG22
8353,Skien,Kontinentalsokkelen,Sea,Hydrogen,1,General cargo,1.176915192522797,2050,AVG22
8354,Tromsø,Kontinentalsokkelen,Sea,LNG,1,Fish,12.492066375874172,2020,AVG22
8355,Tromsø,Kontinentalsokkelen,Sea,LNG,1,Industrial goods,65.6602769480047,2020,AVG22
8356,Tromsø,Kontinentalsokkelen,Sea,LNG,1,Wet bulk,3212.0480446422907,2020,AVG22
8357,Tromsø,Kontinentalsokkelen,Sea,LNG,1,Dry bulk,355.5751410989112,2025,AVG22
8358,Tromsø,Kontinentalsokkelen,Sea,LNG,1,Fish,14.077203368153368,2025,AVG22
8359,Tromsø,Kontinentalsokkelen,Sea,LNG,1,Industrial goods,60.470348790924284,2025,AVG22
8360,Tromsø,Kontinentalsokkelen,Sea,LNG,1,Timber,134.79905567807558,2025,AVG22
8361,Tromsø,Kontinentalsokkelen,Sea,LNG,1,Wet bulk,2436.8263017871,2025,AVG22
8362,Tromsø,Kontinentalsokkelen,Sea,LNG,1,Dry bulk,329.14410224566444,2030,AVG22
8363,Tromsø,Kontinentalsokkelen,Sea,LNG,1,Fish,15.86348076496525,2030,AVG22
8364,Tromsø,Kontinentalsokkelen,Sea,LNG,1,General cargo,4127.20059955356,2030,AVG22
8365,Tromsø,Kontinentalsokkelen,Sea,LNG,1,Industrial goods,55.6906530472373,2030,AVG22
8366,Tromsø,Kontinentalsokkelen,Sea,LNG,1,Timber,153.5998459572494,2030,AVG22
8367,Tromsø,Kontinentalsokkelen,Sea,LNG,1,Wet bulk,1853.8240202273078,2030,AVG22
8368,Kontinentalsokkelen,Tromsø,Sea,LNG,1,Wet bulk,4184.843319770352,2020,AVG22
8369,Kontinentalsokkelen,Tromsø,Sea,LNG,1,Wet bulk,3708.8720355465575,2025,AVG22
8370,Kontinentalsokkelen,Tromsø,Sea,LNG,1,General cargo,139.8977996208681,2030,AVG22
8371,Kontinentalsokkelen,Tromsø,Sea,LNG,1,Wet bulk,3287.999102919554,2030,AVG22
8372,Tromsø,Kontinentalsokkelen,Sea,Hydrogen,1,Dry bulk,133.2400615056515,2050,AVG22
8373,Tromsø,Kontinentalsokkelen,Sea,Hydrogen,1,Fish,21.49889839718494,2050,AVG22
8374,Tromsø,Kontinentalsokkelen,Sea,Hydrogen,1,General cargo,1925.5313312333478,2050,AVG22
8375,Tromsø,Kontinentalsokkelen,Sea,Hydrogen,1,Industrial goods,25.941473498233865,2050,AVG22
8376,Tromsø,Kontinentalsokkelen,Sea,Hydrogen,1,Timber,181.71750055810784,2050,AVG22
8377,Tromsø,Kontinentalsokkelen,Sea,Hydrogen,1,Wet bulk,424.9287360831567,2050,AVG22
8378,Kontinentalsokkelen,Tromsø,Sea,Hydrogen,1,General cargo,63.83652578341318,2050,AVG22
8379,Kontinentalsokkelen,Tromsø,Sea,Hydrogen,1,Wet bulk,1256.282915955207,2050,AVG22
8380,Tromsø,Kontinentalsokkelen,Sea,Ammonia,1,Dry bulk,196.79973752426946,2040,AVG22
8381,Tromsø,Kontinentalsokkelen,Sea,Ammonia,1,Fish,18.651854094899605,2040,AVG22
8382,Tromsø,Kontinentalsokkelen,Sea,Ammonia,1,General cargo,2762.6833079146395,2040,AVG22
8383,Tromsø,Kontinentalsokkelen,Sea,Ammonia,1,Industrial goods,37.23130027499098,2040,AVG22
8384,Tromsø,Kontinentalsokkelen,Sea,Ammonia,1,Timber,162.20926546834482,2040,AVG22
8385,Tromsø,Kontinentalsokkelen,Sea,Ammonia,1,Wet bulk,843.0099565608756,2040,AVG22
8386,Kontinentalsokkelen,Tromsø,Sea,Ammonia,1,General cargo,93.17436250095395,2040,AVG22
8387,Kontinentalsokkelen,Tromsø,Sea,Ammonia,1,Wet bulk,1720.8096400857194,2040,AVG22
8388,Kristiansand,Stavanger,Rail,Electric train (CL),1,Dry bulk,1271.7709217866109,2020,AVG22
8389,Kristiansand,Stavanger,Rail,Electric train (CL),1,Fish,716.1686048306722,2020,AVG22
8390,Kristiansand,Stavanger,Rail,Electric train (CL),1,Industrial goods,12860.299865693622,2020,AVG22
8391,Kristiansand,Stavanger,Rail,Electric train (CL),1,Dry bulk,889.3657777603413,2025,AVG22
8392,Kristiansand,Stavanger,Rail,Electric train (CL),1,Fish,828.9160447988656,2025,AVG22
8393,Kristiansand,Stavanger,Rail,Electric train (CL),1,Industrial goods,23393.98124321082,2025,AVG22
8394,Kristiansand,Stavanger,Rail,Electric train (CL),1,Other thermo,1901.1616407511488,2025,AVG22
8395,Kristiansand,Stavanger,Rail,Electric train (CL),1,Dry bulk,1714.978812120377,2030,AVG22
8396,Kristiansand,Stavanger,Rail,Electric train (CL),1,Wet bulk,449.6160016859905,2030,AVG22
8397,Kristiansand,Stavanger,Rail,Electric train (CL),1,General cargo,9194.522631157912,2040,AVG22
8398,Kristiansand,Stavanger,Rail,Electric train (CL),1,Dry bulk,610.8828000360274,2050,AVG22
8399,Stavanger,Kristiansand,Rail,Electric train (CL),1,Dry bulk,835.9055047108402,2020,AVG22
8400,Stavanger,Kristiansand,Rail,Electric train (CL),1,Fish,934.0529707488664,2020,AVG22
8401,Stavanger,Kristiansand,Rail,Electric train (CL),1,Industrial goods,7833.866419504324,2020,AVG22
8402,Stavanger,Kristiansand,Rail,Electric train (CL),1,Other thermo,4672.935712725063,2020,AVG22
8403,Stavanger,Kristiansand,Rail,Electric train (CL),1,Dry bulk,824.4352809915484,2025,AVG22
8404,Stavanger,Kristiansand,Rail,Electric train (CL),1,Fish,1087.4864895333076,2025,AVG22
8405,Stavanger,Kristiansand,Rail,Electric train (CL),1,Other thermo,199.65352295396758,2025,AVG22
8406,Stavanger,Kristiansand,Rail,Electric train (CL),1,Dry bulk,7783.809955608112,2030,AVG22
8407,Stavanger,Kristiansand,Rail,Electric train (CL),1,Fish,301.2069472746686,2030,AVG22
8408,Stavanger,Kristiansand,Rail,Electric train (CL),1,Industrial goods,1553.9836704441175,2030,AVG22
8409,Stavanger,Kristiansand,Rail,Electric train (CL),1,Other thermo,790.9507792955625,2030,AVG22
8410,Stavanger,Kristiansand,Rail,Electric train (CL),1,Wet bulk,3.562212550136636,2030,AVG22
8411,Stavanger,Kristiansand,Rail,Electric train (CL),1,Fish,336.79886542010394,2040,AVG22
8412,Stavanger,Kristiansand,Rail,Electric train (CL),1,Wet bulk,995.2712873399997,2040,AVG22
8413,Bergen,Verden,Sea,LNG,1,Dry bulk,15619.528395472262,2020,AVG22
8414,Bergen,Verden,Sea,LNG,1,Fish,200398.57551294097,2020,AVG22
8415,Bergen,Verden,Sea,LNG,1,General cargo,4790.968127730225,2020,AVG22
8416,Bergen,Verden,Sea,LNG,1,Industrial goods,28948.79367523089,2020,AVG22
8417,Bergen,Verden,Sea,LNG,1,Other thermo,14.918727342634773,2020,AVG22
8418,Bergen,Verden,Sea,LNG,1,Wet bulk,1714753.7968837973,2020,AVG22
8419,Bergen,Verden,Sea,LNG,1,Dry bulk,18319.80880246149,2025,AVG22
8420,Bergen,Verden,Sea,LNG,1,Fish,235431.269563332,2025,AVG22
8421,Bergen,Verden,Sea,LNG,1,General cargo,5622.266468400001,2025,AVG22
8422,Bergen,Verden,Sea,LNG,1,Industrial goods,34126.593071373834,2025,AVG22
8423,Bergen,Verden,Sea,LNG,1,Other thermo,17.59942900608219,2025,AVG22
8424,Bergen,Verden,Sea,LNG,1,Wet bulk,1648037.4796971823,2025,AVG22
8425,Bergen,Verden,Sea,LNG,1,Dry bulk,14835.750119147926,2030,AVG22
8426,Verden,Bergen,Sea,LNG,1,Dry bulk,1292830.585008384,2020,AVG22
8427,Verden,Bergen,Sea,LNG,1,Fish,288.08629485688397,2020,AVG22
8428,Verden,Bergen,Sea,LNG,1,General cargo,46505.74792196822,2020,AVG22
8429,Verden,Bergen,Sea,LNG,1,Industrial goods,59343.3440806511,2020,AVG22
8430,Verden,Bergen,Sea,LNG,1,Other thermo,776.3712207079682,2020,AVG22
8431,Verden,Bergen,Sea,LNG,1,Wet bulk,204857.27189259836,2020,AVG22
8432,Verden,Bergen,Sea,LNG,1,Dry bulk,519898.52308240166,2025,AVG22
8433,Verden,Bergen,Sea,LNG,1,Fish,291.59261019250863,2025,AVG22
8434,Verden,Bergen,Sea,LNG,1,General cargo,53643.130408001656,2025,AVG22
8435,Verden,Bergen,Sea,LNG,1,Industrial goods,65326.69903978817,2025,AVG22
8436,Verden,Bergen,Sea,LNG,1,Other thermo,880.5945369011691,2025,AVG22
8437,Verden,Bergen,Sea,LNG,1,Wet bulk,17438.99987707645,2025,AVG22
8438,Verden,Bergen,Sea,LNG,1,Dry bulk,492374.79122187995,2030,AVG22
8439,Bergen,Verden,Sea,Hydrogen,1,Fish,414330.01092983456,2050,AVG22
